Mon 2023-02-06 00:00:00; 58
Mon 2023-02-06 01:00:00; 51
Mon 2023-02-06 02:00:00; 57
Mon 2023-02-06 03:00:00; 69
Mon 2023-02-06 04:00:00; 61
Mon 2023-02-06 05:00:00; 65
Mon 2023-02-06 06:00:00; 67
Mon 2023-02-06 07:00:00; 57
Mon 2023-02-06 08:00:00; 65
Mon 2023-02-06 09:00:00; 71
Mon 2023-02-06 10:00:00; 46
Mon 2023-02-06 11:00:00; 66
Mon 2023-02-06 12:00:00; 47
Mon 2023-02-06 13:00:00; 30
Mon 2023-02-06 14:00:00; 63
Mon 2023-02-06 15:00:00; 50
Mon 2023-02-06 16:00:00; 54
Mon 2023-02-06 17:00:00; 45
Mon 2023-02-06 18:00:00; 57
Mon 2023-02-06 19:00:00; 71
Mon 2023-02-06 20:00:00; 66
Mon 2023-02-06 21:00:00; 45
Mon 2023-02-06 22:00:00; 52
Mon 2023-02-06 23:00:00; 41
