Sun 2023-03-19 00:00:00; 53
Sun 2023-03-19 01:00:00; 43
Sun 2023-03-19 02:00:00; 55
Sun 2023-03-19 03:00:00; 34
Sun 2023-03-19 04:00:00; 56
Sun 2023-03-19 05:00:00; 66
Sun 2023-03-19 06:00:00; 68
Sun 2023-03-19 07:00:00; 53
Sun 2023-03-19 08:00:00; 34
Sun 2023-03-19 09:00:00; 83
Sun 2023-03-19 10:00:00; 49
Sun 2023-03-19 11:00:00; 78
Sun 2023-03-19 12:00:00; 64
Sun 2023-03-19 13:00:00; 60
Sun 2023-03-19 14:00:00; 62
Sun 2023-03-19 15:00:00; 39
Sun 2023-03-19 16:00:00; 56
Sun 2023-03-19 17:00:00; 62
Sun 2023-03-19 18:00:00; 55
Sun 2023-03-19 19:00:00; 43
Sun 2023-03-19 20:00:00; 70
Sun 2023-03-19 21:00:00; 61
Sun 2023-03-19 22:00:00; 66
Sun 2023-03-19 23:00:00; 51
