Mon 2023-04-17 01:00:00; 51
Mon 2023-04-17 02:00:00; 54
Mon 2023-04-17 03:00:00; 28
Mon 2023-04-17 04:00:00; 26
Mon 2023-04-17 05:00:00; 54
Mon 2023-04-17 06:00:00; 28
Mon 2023-04-17 07:00:00; 50
Mon 2023-04-17 08:00:00; 66
Mon 2023-04-17 09:00:00; 61
Mon 2023-04-17 10:00:00; 77
Mon 2023-04-17 11:00:00; 61
Mon 2023-04-17 12:00:00; 43
Mon 2023-04-17 13:00:00; 56
Mon 2023-04-17 14:00:00; 54
Mon 2023-04-17 15:00:00; 65
Mon 2023-04-17 16:00:00; 54
Mon 2023-04-17 17:00:00; 56
Mon 2023-04-17 18:00:00; 42
Mon 2023-04-17 19:00:00; 47
Mon 2023-04-17 20:00:00; 57
Mon 2023-04-17 21:00:00; 61
Mon 2023-04-17 22:00:00; 49
Mon 2023-04-17 23:00:00; 69
Tue 2023-04-18 00:00:00; 85
